Region/Country/Area,,Year,Series,Value
498,Republic of Moldova,2010,Population aged 60+ years old (percentage),14.0894
498,Republic of Moldova,2010,Population density,124.386
498,Republic of Moldova,2017,Population mid-year estimates (millions),4.0597
498,Republic of Moldova,2017,Population mid-year estimates for males (millions),1.9486
498,Republic of Moldova,2017,Population mid-year estimates for females (millions),2.111
498,Republic of Moldova,2017,Sex ratio (males per 100 females),92.3076
498,Republic of Moldova,2017,Population aged 0 to 14 years old (percentage),15.8161
498,Republic of Moldova,2017,Population aged 60+ years old (percentage),17.5229
498,Republic of Moldova,2017,Population density,123.5825
498,Republic of Moldova,2017,Surface area (thousand km2),33.846
498,Republic of Moldova,2019,Population mid-year estimates (millions),4.0433
498,Republic of Moldova,2019,Population mid-year estimates for males (millions),1.9378
498,Republic of Moldova,2019,Population mid-year estimates for females (millions),2.1054
498,Republic of Moldova,2019,Sex ratio (males per 100 females),92.0414
498,Republic of Moldova,2019,Population aged 0 to 14 years old (percentage),15.8897
498,Republic of Moldova,2019,Population aged 60+ years old (percentage),18.4187
498,Republic of Moldova,2019,Population density,123.0826
638,Réunion,2005,Population mid-year estimates (millions),0.7916
638,Réunion,2005,Population mid-year estimates for males (millions),0.3885
638,Réunion,2005,Population mid-year estimates for females (millions),0.4031
638,Réunion,2005,Sex ratio (males per 100 females),96.3566
638,Réunion,2005,Population aged 0 to 14 years old (percentage),26.8588
638,Réunion,2005,Population aged 60+ years old (percentage),10.2633
638,Réunion,2005,Population density,316.6392
638,Réunion,2010,Population mid-year estimates (millions),0.8305
638,Réunion,2010,Population mid-year estimates for males (millions),0.4021
638,Réunion,2010,Population mid-year estimates for females (millions),0.4284
638,Réunion,2010,Sex ratio (males per 100 females),93.8738
638,Réunion,2010,Population aged 0 to 14 years old (percentage),25.4171
638,Réunion,2010,Population aged 60+ years old (percentage),12.1951
638,Réunion,2010,Population density,332.2076
638,Réunion,2017,Population mid-year estimates (millions),0.8761
638,Réunion,2017,Population mid-year estimates for males (millions),0.4243
638,Réunion,2017,Population mid-year estimates for females (millions),0.4519
638,Réunion,2017,Sex ratio (males per 100 females),93.8913
638,Réunion,2017,Population aged 0 to 14 years old (percentage),23.6064
638,Réunion,2017,Population aged 60+ years old (percentage),16.4103
638,Réunion,2017,Population density,350.4536
638,Réunion,2017,Surface area (thousand km2),2.513
638,Réunion,2019,Population mid-year estimates (millions),0.8889
638,Réunion,2019,Population mid-year estimates for males (millions),0.4303
638,Réunion,2019,Population mid-year estimates for females (millions),0.4586
638,Réunion,2019,Sex ratio (males per 100 females),93.8157
638,Réunion,2019,Population aged 0 to 14 years old (percentage),22.7533
638,Réunion,2019,Population aged 60+ years old (percentage),17.6108
638,Réunion,2019,Population density,355.5708
642,Romania,2005,Population mid-year estimates (millions),21.4173
642,Romania,2005,Population mid-year estimates for males (millions),10.4386
642,Romania,2005,Population mid-year estimates for females (millions),10.9787
642,Romania,2005,Sex ratio (males per 100 females),95.0802
642,Romania,2005,Population aged 0 to 14 years old (percentage),15.7384
642,Romania,2005,Population aged 60+ years old (percentage),19.6516
642,Romania,2005,Population density,93.0499
642,Romania,2010,Population mid-year estimates (millions),20.4719
642,Romania,2010,Population mid-year estimates for males (millions),9.94
642,Romania,2010,Population mid-year estimates for females (millions),10.5318
642,Romania,2010,Sex ratio (males per 100 females),94.3806
642,Romania,2010,Population aged 0 to 14 years old (percentage),15.7755
642,Romania,2010,Population aged 60+ years old (percentage),21.3425
642,Romania,2010,Population density,88.9424
642,Romania,2017,Population mid-year estimates (millions),19.654
642,Romania,2017,Population mid-year estimates for males (millions),9.5666
642,Romania,2017,Population mid-year estimates for females (millions),10.0874
642,Romania,2017,Sex ratio (males per 100 females),94.8378
642,Romania,2017,Population aged 0 to 14 years old (percentage),15.4495
642,Romania,2017,Population aged 60+ years old (percentage),24.9005
642,Romania,2017,Population density,85.3889
642,Romania,2017,Surface area (thousand km2),238.3907
642,Romania,2019,Population mid-year estimates (millions),19.3646
642,Romania,2019,Population mid-year estimates for males (millions),9.4183
642,Romania,2019,Population mid-year estimates for females (millions),9.9463
642,Romania,2019,Sex ratio (males per 100 females),94.6916
642,Romania,2019,Population aged 0 to 14 years old (percentage),15.574
642,Romania,2019,Population aged 60+ years old (percentage),25.6933
642,Romania,2019,Population density,84.1315
643,Russian Federation,2005,Population mid-year estimates (millions),143.6721
643,Russian Federation,2005,Population mid-year estimates for males (millions),66.8513
643,Russian Federation,2005,Population mid-year estimates for females (millions),76.8209
643,Russian Federation,2005,Sex ratio (males per 100 females),87.0223
643,Russian Federation,2005,Population aged 0 to 14 years old (percentage),15.1738
643,Russian Federation,2005,Population aged 60+ years old (percentage),17.1844
643,Russian Federation,2005,Population density,8.7729
643,Russian Federation,2010,Population mid-year estimates (millions),143.4793
643,Russian Federation,2010,Population mid-year estimates for males (millions),66.5415
643,Russian Federation,2010,Population mid-year estimates for females (millions),76.9378
643,Russian Federation,2010,Sex ratio (males per 100 females),86.4874
643,Russian Federation,2010,Population aged 0 to 14 years old (percentage),14.9273
643,Russian Federation,2010,Population aged 60+ years old (percentage),17.9647
643,Russian Federation,2010,Population density,8.7611
643,Russian Federation,2017,Population mid-year estimates (millions),145.5301
643,Russian Federation,2017,Population mid-year estimates for males (millions),67.429
643,Russian Federation,2017,Population mid-year estimates for females (millions),78.101
643,Russian Federation,2017,Sex ratio (males per 100 females),86.3357
643,Russian Federation,2017,Population aged 0 to 14 years old (percentage),17.634
643,Russian Federation,2017,Population aged 60+ years old (percentage),21.0083
643,Russian Federation,2017,Population density,8.8863
643,Russian Federation,2017,Surface area (thousand km2),17098.246
643,Russian Federation,2019,Population mid-year estimates (millions),145.8723
643,Russian Federation,2019,Population mid-year estimates for males (millions),67.6029
643,Russian Federation,2019,Population mid-year estimates for females (millions),78.2693
643,Russian Federation,2019,Sex ratio (males per 100 females),86.3722
643,Russian Federation,2019,Population aged 0 to 14 years old (percentage),18.1549
643,Russian Federation,2019,Population aged 60+ years old (percentage),21.9565
643,Russian Federation,2019,Population density,8.9072
646,Rwanda,2005,Population mid-year estimates (millions),8.8402
646,Rwanda,2005,Population mid-year estimates for males (millions),4.3257
646,Rwanda,2005,Population mid-year estimates for females (millions),4.5145
646,Rwanda,2005,Sex ratio (males per 100 females),95.8176
646,Rwanda,2005,Population aged 0 to 14 years old (percentage),42.3586
646,Rwanda,2005,Population aged 60+ years old (percentage),4.1802
646,Rwanda,2005,Population density,358.3387
646,Rwanda,2010,Population mid-year estimates (millions),10.0393
646,Rwanda,2010,Population mid-year estimates for males (millions),4.9209
646,Rwanda,2010,Population mid-year estimates for females (millions),5.1185
646,Rwanda,2010,Sex ratio (males per 100 females),96.1399
646,Rwanda,2010,Population aged 0 to 14 years old (percentage),41.5394
646,Rwanda,2010,Population aged 60+ years old (percentage),4.0508
646,Rwanda,2010,Population density,406.9452
646,Rwanda,2017,Population mid-year estimates (millions),11.981
646,Rwanda,2017,Population mid-year estimates for males (millions),5.8861
646,Rwanda,2017,Population mid-year estimates for females (millions),6.0949
646,Rwanda,2017,Sex ratio (males per 100 females),96.5736
646,Rwanda,2017,Population aged 0 to 14 years old (percentage),40.1361
646,Rwanda,2017,Population aged 60+ years old (percentage),4.7317
646,Rwanda,2017,Population density,485.649
646,Rwanda,2017,Surface area (thousand km2),26.338
646,Rwanda,2019,Population mid-year estimates (millions),12.627
646,Rwanda,2019,Population mid-year estimates for males (millions),6.2061
646,Rwanda,2019,Population mid-year estimates for females (millions),6.4209
646,Rwanda,2019,Sex ratio (males per 100 females),96.6552
646,Rwanda,2019,Population aged 0 to 14 years old (percentage),39.766
646,Rwanda,2019,Population aged 60+ years old (percentage),4.9602
646,Rwanda,2019,Population density,511.8342
652,Saint Barthélemy,2005,Population mid-year estimates (millions),0.0086
652,Saint Barthélemy,2005,Population density,388.7727
652,Saint Barthélemy,2010,Population mid-year estimates (millions),0.0092
652,Saint Barthélemy,2010,Population density,419.7273
652,Saint Barthélemy,2019,Population mid-year estimates (millions),0.0098
652,Saint Barthélemy,2019,Population density,447.5909
654,Saint Helena,2005,Population mid-year estimates (millions),0.0043
654,Saint Helena,2005,Population density,10.9615
654,Saint Helena,2010,Population mid-year estimates (millions),0.0042
654,Saint Helena,2010,Population density,10.7103
654,Saint Helena,2017,Population mid-year estimates (millions),0.004
654,Saint Helena,2017,Population density,10.3821
654,Saint Helena,2017,Surface area (thousand km2),0.308
654,Saint Helena,2019,Population mid-year estimates (millions),0.0061
654,Saint Helena,2019,Population density,15.5359
659,Saint Kitts and Nevis,2000,Population mid-year estimates (millions),0.0454
659,Saint Kitts and Nevis,2000,Sex ratio (males per 100 females),101.949
659,Saint Kitts and Nevis,2000,Population aged 0 to 14 years old (percentage),27.9772
659,Saint Kitts and Nevis,2000,Population aged 60+ years old (percentage),9.9128
659,Saint Kitts and Nevis,2000,Population density,174.5154
659,Saint Kitts and Nevis,2005,Population mid-year estimates (millions),0.0486
659,Saint Kitts and Nevis,2005,Sex ratio (males per 100 females),95.7168
659,Saint Kitts and Nevis,2005,Population density,186.9654
659,Saint Kitts and Nevis,2010,Population mid-year estimates (millions),0.0514
659,Saint Kitts and Nevis,2010,Sex ratio (males per 100 females),95.7249
659,Saint Kitts and Nevis,2010,Population density,197.8654
659,Saint Kitts and Nevis,2011,Population mid-year estimates (millions),0.052
659,Saint Kitts and Nevis,2011,Sex ratio (males per 100 females),97.0024
659,Saint Kitts and Nevis,2011,Population density,200.0231
659,Saint Kitts and Nevis,2017,Population mid-year estimates (millions),0.0553
659,Saint Kitts and Nevis,2017,Population density,212.8654
659,Saint Kitts and Nevis,2017,Surface area (thousand km2),0.261
659,Saint Kitts and Nevis,2019,Population mid-year estimates (millions),0.0528
659,Saint Kitts and Nevis,2019,Population density,203.1654
662,Saint Lucia,2005,Population mid-year estimates (millions),0.1634
662,Saint Lucia,2005,Population mid-year estimates for males (millions),0.0801
662,Saint Lucia,2005,Population mid-year estimates for females (millions),0.0833
662,Saint Lucia,2005,Sex ratio (males per 100 females),96.2364
662,Saint Lucia,2005,Population aged 0 to 14 years old (percentage),27.7615
662,Saint Lucia,2005,Population aged 60+ years old (percentage),9.6318
662,Saint Lucia,2005,Population density,267.8967
662,Saint Lucia,2010,Population mid-year estimates (millions),0.1741
662,Saint Lucia,2010,Population mid-year estimates for males (millions),0.0857
662,Saint Lucia,2010,Population mid-year estimates for females (millions),0.0884
662,Saint Lucia,2010,Sex ratio (males per 100 females),96.9055
662,Saint Lucia,2010,Population aged 0 to 14 years old (percentage),23.2157
662,Saint Lucia,2010,Population aged 60+ years old (percentage),11.8637
662,Saint Lucia,2010,Population density,285.3852
662,Saint Lucia,2017,Population mid-year estimates (millions),0.181
662,Saint Lucia,2017,Population mid-year estimates for males (millions),0.0891
662,Saint Lucia,2017,Population mid-year estimates for females (millions),0.0918
662,Saint Lucia,2017,Sex ratio (males per 100 females),97.0372
662,Saint Lucia,2017,Population aged 0 to 14 years old (percentage),18.9087
662,Saint Lucia,2017,Population aged 60+ years old (percentage),13.5919
662,Saint Lucia,2017,Population density,296.6459
662,Saint Lucia,2017,Surface area (thousand km2),0.539
662,Saint Lucia,2019,Population mid-year estimates (millions),0.1828
662,Saint Lucia,2019,Population mid-year estimates for males (millions),0.09
662,Saint Lucia,2019,Population mid-year estimates for females (millions),0.0928
662,Saint Lucia,2019,Sex ratio (males per 100 females),97.0326
662,Saint Lucia,2019,Population aged 0 to 14 years old (percentage),18.2111
662,Saint Lucia,2019,Population aged 60+ years old (percentage),14.4116
662,Saint Lucia,2019,Population density,299.6557
663,Saint Martin (French part),2005,Population mid-year estimates (millions),0.0342
663,Saint Martin (French part),2005,Population density,646.1887
663,Saint Martin (French part),2010,Population mid-year estimates (millions),0.0376
663,Saint Martin (French part),2010,Population density,709.0943
663,Saint Martin (French part),2019,Population mid-year estimates (millions),0.038
663,Saint Martin (French part),2019,Population density,717.0189
666,Saint Pierre and Miquelon,2005,Population mid-year estimates (millions),0.0063
666,Saint Pierre and Miquelon,2005,Population density,27.2217
666,Saint Pierre and Miquelon,2006,Population mid-year estimates (millions),0.0063
666,Saint Pierre and Miquelon,2006,Sex ratio (males per 100 females),98.1559
666,Saint Pierre and Miquelon,2006,Population aged 0 to 14 years old (percentage),19.0531
666,Saint Pierre and Miquelon,2006,Population aged 60+ years old (percentage),17.7796
666,Saint Pierre and Miquelon,2006,Population density,27.2174
666,Saint Pierre and Miquelon,2010,Population mid-year estimates (millions),0.0063
666,Saint Pierre and Miquelon,2010,Population density,27.2783
666,Saint Pierre and Miquelon,2017,Population mid-year estimates (millions),0.0063
666,Saint Pierre and Miquelon,2017,Population density,27.4783
666,Saint Pierre and Miquelon,2017,Surface area (thousand km2),0.242
666,Saint Pierre and Miquelon,2019,Population mid-year estimates (millions),0.0058
666,Saint Pierre and Miquelon,2019,Population density,25.313
670,Saint Vincent & Grenadines,2005,Population mid-year estimates (millions),0.1086
670,Saint Vincent & Grenadines,2005,Population mid-year estimates for males (millions),0.0549
670,Saint Vincent & Grenadines,2005,Population mid-year estimates for females (millions),0.0537
670,Saint Vincent & Grenadines,2005,Sex ratio (males per 100 females),102.0969
670,Saint Vincent & Grenadines,2005,Population aged 0 to 14 years old (percentage),28.5543
670,Saint Vincent & Grenadines,2005,Population aged 60+ years old (percentage),9.3238
670,Saint Vincent & Grenadines,2005,Population density,278.4974
670,Saint Vincent & Grenadines,2010,Population mid-year estimates (millions),0.1083
670,Saint Vincent & Grenadines,2010,Population mid-year estimates for males (millions),0.0551
670,Saint Vincent & Grenadines,2010,Population mid-year estimates for females (millions),0.0532
670,Saint Vincent & Grenadines,2010,Sex ratio (males per 100 females),103.657
670,Saint Vincent & Grenadines,2010,Population aged 0 to 14 years old (percentage),25.8334
670,Saint Vincent & Grenadines,2010,Population aged 60+ years old (percentage),11.3085
670,Saint Vincent & Grenadines,2010,Population density,277.5769
670,Saint Vincent & Grenadines,2017,Population mid-year estimates (millions),0.1098
670,Saint Vincent & Grenadines,2017,Population mid-year estimates for males (millions),0.0558
670,Saint Vincent & Grenadines,2017,Population mid-year estimates for females (millions),0.054
670,Saint Vincent & Grenadines,2017,Sex ratio (males per 100 females),103.438
670,Saint Vincent & Grenadines,2017,Population aged 0 to 14 years old (percentage),22.9424
670,Saint Vincent & Grenadines,2017,Population aged 60+ years old (percentage),13.6961
670,Saint Vincent & Grenadines,2017,Population density,281.6077
670,Saint Vincent & Grenadines,2017,Surface area (thousand km2),0.389
670,Saint Vincent & Grenadines,2019,Population mid-year estimates (millions),0.1106
670,Saint Vincent & Grenadines,2019,Population mid-year estimates for males (millions),0.0561
670,Saint Vincent & Grenadines,2019,Population mid-year estimates for females (millions),0.0545
670,Saint Vincent & Grenadines,2019,Sex ratio (males per 100 females),102.9378
670,Saint Vincent & Grenadines,2019,Population aged 0 to 14 years old (percentage),22.1939
670,Saint Vincent & Grenadines,2019,Population aged 60+ years old (percentage),14.317
670,Saint Vincent & Grenadines,2019,Population density,283.5615
882,Samoa,2005,Population mid-year estimates (millions),0.1797
882,Samoa,2005,Population mid-year estimates for males (millions),0.0931
882,Samoa,2005,Population mid-year estimates for females (millions),0.0866
882,Samoa,2005,Sex ratio (males per 100 females),107.548
882,Samoa,2005,Population aged 0 to 14 years old (percentage),39.6051
882,Samoa,2005,Population aged 60+ years old (percentage),6.8493
882,Samoa,2005,Population density,63.5078
882,Samoa,2010,Population mid-year estimates (millions),0.1859
882,Samoa,2010,Population mid-year estimates for males (millions),0.096
882,Samoa,2010,Population mid-year estimates for females (millions),0.09
882,Samoa,2010,Sex ratio (males per 100 females),106.6848
882,Samoa,2010,Population aged 0 to 14 years old (percentage),38.3089
882,Samoa,2010,Population aged 60+ years old (percentage),7.0923
882,Samoa,2010,Population density,65.7064
882,Samoa,2017,Population mid-year estimates (millions),0.1954
882,Samoa,2017,Population mid-year estimates for males (millions),0.1011
882,Samoa,2017,Population mid-year estimates for females (millions),0.0943
882,Samoa,2017,Sex ratio (males per 100 females),107.1731
882,Samoa,2017,Population aged 0 to 14 years old (percentage),38.5412
882,Samoa,2017,Population aged 60+ years old (percentage),7.3677
882,Samoa,2017,Population density,69.029
882,Samoa,2017,Surface area (thousand km2),2.8418
882,Samoa,2019,Population mid-year estimates (millions),0.1971
882,Samoa,2019,Population mid-year estimates for males (millions),0.102
882,Samoa,2019,Population mid-year estimates for females (millions),0.0951
882,Samoa,2019,Sex ratio (males per 100 females),107.2721
882,Samoa,2019,Population aged 0 to 14 years old (percentage),37.8641
882,Samoa,2019,Population aged 60+ years old (percentage),7.7941
882,Samoa,2019,Population density,69.6456
674,San Marino,2004,Population mid-year estimates (millions),0.0289
674,San Marino,2004,Sex ratio (males per 100 females),96.1838
674,San Marino,2004,Population aged 0 to 14 years old (percentage),15.1798
674,San Marino,2004,Population aged 60+ years old (percentage),21.5212
674,San Marino,2004,Population density,481.1
674,San Marino,2005,Population mid-year estimates (millions),0.0292
674,San Marino,2005,Sex ratio (males per 100 females),96.1412
674,San Marino,2005,Population density,487.3333
674,San Marino,2010,Population mid-year estimates (millions),0.0311
674,San Marino,2010,Sex ratio (males per 100 females),93.5074
674,San Marino,2010,Population aged 0 to 14 years old (percentage),20.9317
674,San Marino,2010,Population aged 60+ years old (percentage),21.6103
674,San Marino,2010,Population density,518.5
674,San Marino,2015,Population mid-year estimates (millions),0.033
674,San Marino,2015,Sex ratio (males per 100 females),94.8709
674,San Marino,2015,Population aged 0 to 14 years old (percentage),14.9653
674,San Marino,2015,Population aged 60+ years old (percentage),24.0856
674,San Marino,2015,Population density,549.3333
674,San Marino,2015,Surface area (thousand km2),0.061
674,San Marino,2017,Population mid-year estimates (millions),0.0334
674,San Marino,2017,Population density,556.6667
674,San Marino,2017,Surface area (thousand km2),0.061
674,San Marino,2019,Population mid-year estimates (millions),0.0339
674,San Marino,2019,Population density,564.3333
678,Sao Tome and Principe,2005,Population mid-year estimates (millions),0.1575
678,Sao Tome and Principe,2005,Population mid-year estimates for males (millions),0.0779
678,Sao Tome and Principe,2005,Population mid-year estimates for females (millions),0.0795
678,Sao Tome and Principe,2005,Sex ratio (males per 100 females),97.9933
678,Sao Tome and Principe,2005,Population aged 0 to 14 years old (percentage),43.9977
678,Sao Tome and Principe,2005,Population aged 60+ years old (percentage),4.6986
678,Sao Tome and Principe,2005,Population density,164.0333
678,Sao Tome and Principe,2010,Population mid-year estimates (millions),0.1804
678,Sao Tome and Principe,2010,Population mid-year estimates for males (millions),0.0902
678,Sao Tome and Principe,2010,Population mid-year estimates for females (millions),0.0902
678,Sao Tome and Principe,2010,Sex ratio (males per 100 females),99.9357
678,Sao Tome and Principe,2010,Population aged 0 to 14 years old (percentage),43.4066
678,Sao Tome and Principe,2010,Population aged 60+ years old (percentage),4.4048
678,Sao Tome and Principe,2010,Population density,187.8865
678,Sao Tome and Principe,2017,Population mid-year estimates (millions),0.2071
678,Sao Tome and Principe,2017,Population mid-year estimates for males (millions),0.1036
678,Sao Tome and Principe,2017,Population mid-year estimates for females (millions),0.1035
678,Sao Tome and Principe,2017,Sex ratio (males per 100 females),100.1295
678,Sao Tome and Principe,2017,Population aged 0 to 14 years old (percentage),42.855
678,Sao Tome and Principe,2017,Population aged 60+ years old (percentage),4.6593
678,Sao Tome and Principe,2017,Population density,215.7177
678,Sao Tome and Principe,2017,Surface area (thousand km2),0.964
678,Sao Tome and Principe,2019,Population mid-year estimates (millions),0.2151
678,Sao Tome and Principe,2019,Population mid-year estimates for males (millions),0.1076
678,Sao Tome and Principe,2019,Population mid-year estimates for females (millions),0.1074
678,Sao Tome and Principe,2019,Sex ratio (males per 100 females),100.162
678,Sao Tome and Principe,2019,Population aged 0 to 14 years old (percentage),42.1467
678,Sao Tome and Principe,2019,Population aged 60+ years old (percentage),4.8838
678,Sao Tome and Principe,2019,Population density,224.0167
682,Saudi Arabia,2005,Population mid-year estimates (millions),23.8162
682,Saudi Arabia,2005,Population mid-year estimates for males (millions),13.2609
682,Saudi Arabia,2005,Population mid-year estimates for females (millions),10.5553
682,Saudi Arabia,2005,Sex ratio (males per 100 females),125.6334
682,Saudi Arabia,2005,Population aged 0 to 14 years old (percentage),33.8739
682,Saudi Arabia,2005,Population aged 60+ years old (percentage),4.4469
682,Saudi Arabia,2005,Population density,11.0789
682,Saudi Arabia,2010,Population mid-year estimates (millions),27.4215
682,Saudi Arabia,2010,Population mid-year estimates for males (millions),15.4275
682,Saudi Arabia,2010,Population mid-year estimates for females (millions),11.994
682,Saudi Arabia,2010,Sex ratio (males per 100 females),128.627
682,Saudi Arabia,2010,Population aged 0 to 14 years old (percentage),29.7035
682,Saudi Arabia,2010,Population aged 60+ years old (percentage),4.4554
682,Saudi Arabia,2010,Population density,12.756
682,Saudi Arabia,2017,Population mid-year estimates (millions),33.1012
682,Saudi Arabia,2017,Population mid-year estimates for males (millions),18.9751
682,Saudi Arabia,2017,Population mid-year estimates for females (millions),14.1261
682,Saudi Arabia,2017,Sex ratio (males per 100 females),134.327
682,Saudi Arabia,2017,Population aged 0 to 14 years old (percentage),25.2591
682,Saudi Arabia,2017,Population aged 60+ years old (percentage),5.4265
682,Saudi Arabia,2017,Population density,15.3981
682,Saudi Arabia,2017,Surface area (thousand km2),2206.714
682,Saudi Arabia,2019,Population mid-year estimates (millions),34.2685
682,Saudi Arabia,2019,Population mid-year estimates for males (millions),19.7835
682,Saudi Arabia,2019,Population mid-year estimates for females (millions),14.485
682,Saudi Arabia,2019,Sex ratio (males per 100 females),136.5795
682,Saudi Arabia,2019,Population aged 0 to 14 years old (percentage),24.866
682,Saudi Arabia,2019,Population aged 60+ years old (percentage),5.6917
682,Saudi Arabia,2019,Population density,15.9411
686,Senegal,2005,Population mid-year estimates (millions),11.0901
686,Senegal,2005,Population mid-year estimates for males (millions),5.4175
686,Senegal,2005,Population mid-year estimates for females (millions),5.6727
686,Senegal,2005,Sex ratio (males per 100 females),95.5009
686,Senegal,2005,Population aged 0 to 14 years old (percentage),43.7444
686,Senegal,2005,Population aged 60+ years old (percentage),4.9494
686,Senegal,2005,Population density,57.602
686,Senegal,2010,Population mid-year estimates (millions),12.6781
686,Senegal,2010,Population mid-year estimates for males (millions),6.1723
686,Senegal,2010,Population mid-year estimates for females (millions),6.5058
686,Senegal,2010,Sex ratio (males per 100 females),94.8736
686,Senegal,2010,Population aged 0 to 14 years old (percentage),43.507
686,Senegal,2010,Population aged 60+ years old (percentage),4.764
686,Senegal,2010,Population density,65.8502
686,Senegal,2017,Population mid-year estimates (millions),15.4194
686,Senegal,2017,Population mid-year estimates for males (millions),7.5068
686,Senegal,2017,Population mid-year estimates for females (millions),7.9126
686,Senegal,2017,Sex ratio (males per 100 females),94.8715
686,Senegal,2017,Population aged 0 to 14 years old (percentage),43.2363
686,Senegal,2017,Population aged 60+ years old (percentage),4.7755
686,Senegal,2017,Population density,80.0881
686,Senegal,2017,Surface area (thousand km2),196.712
686,Senegal,2019,Population mid-year estimates (millions),16.2964
686,Senegal,2019,Population mid-year estimates for males (millions),7.9464
686,Senegal,2019,Population mid-year estimates for females (millions),8.3499
686,Senegal,2019,Sex ratio (males per 100 females),95.1677
686,Senegal,2019,Population aged 0 to 14 years old (percentage),42.8399
686,Senegal,2019,Population aged 60+ years old (percentage),4.7973
686,Senegal,2019,Population density,84.6432
688,Serbia,2005,Population mid-year estimates (millions),9.1938
688,Serbia,2005,Population mid-year estimates for males (millions),4.5011
688,Serbia,2005,Population mid-year estimates for females (millions),4.6927
688,Serbia,2005,Sex ratio (males per 100 females),95.9154
688,Serbia,2005,Population aged 0 to 14 years old (percentage),18.7143
688,Serbia,2005,Population aged 60+ years old (percentage),18.8048
688,Serbia,2005,Population density,105.1203
688,Serbia,2010,Population mid-year estimates (millions),8.9913
688,Serbia,2010,Population mid-year estimates for males (millions),4.4065
688,Serbia,2010,Population mid-year estimates for females (millions),4.5848
688,Serbia,2010,Sex ratio (males per 100 females),96.1106
688,Serbia,2010,Population aged 0 to 14 years old (percentage),17.3351
688,Serbia,2010,Population aged 60+ years old (percentage),21.0905
688,Serbia,2010,Population density,102.8042
688,Serbia,2017,Population mid-year estimates (millions),8.8296
688,Serbia,2017,Population mid-year estimates for males (millions),4.327
688,Serbia,2017,Population mid-year estimates for females (millions),4.5026
688,Serbia,2017,Sex ratio (males per 100 females),96.0989
688,Serbia,2017,Population aged 0 to 14 years old (percentage),15.8259
688,Serbia,2017,Population aged 60+ years old (percentage),24.8725
688,Serbia,2017,Population density,100.9562
688,Serbia,2017,Surface area (thousand km2),88.499
688,Serbia,2019,Population mid-year estimates (millions),8.7722
688,Serbia,2019,Population mid-year estimates for males (millions),4.2974
688,Serbia,2019,Population mid-year estimates for females (millions),4.4748
688,Serbia,2019,Sex ratio (males per 100 females),96.0369
688,Serbia,2019,Population aged 0 to 14 years old (percentage),15.5409
688,Serbia,2019,Population aged 60+ years old (percentage),25.1863
688,Serbia,2019,Population density,100.3
690,Seychelles,2005,Population mid-year estimates (millions),0.0886
690,Seychelles,2005,Population mid-year estimates for males (millions),0.0443
690,Seychelles,2005,Population mid-year estimates for females (millions),0.0444
690,Seychelles,2005,Sex ratio (males per 100 females),99.8782
690,Seychelles,2005,Population aged 0 to 14 years old (percentage),24.9662
690,Seychelles,2005,Population aged 60+ years old (percentage),9.1124
690,Seychelles,2005,Population density,192.713
690,Seychelles,2010,Population mid-year estimates (millions),0.0913
690,Seychelles,2010,Population mid-year estimates for males (millions),0.0471
690,Seychelles,2010,Population mid-year estimates for females (millions),0.0442
690,Seychelles,2010,Sex ratio (males per 100 females),106.5888
690,Seychelles,2010,Population aged 0 to 14 years old (percentage),22.8118
690,Seychelles,2010,Population aged 60+ years old (percentage),9.9218
690,Seychelles,2010,Population density,198.4
690,Seychelles,2017,Population mid-year estimates (millions),0.0964
690,Seychelles,2017,Population mid-year estimates for males (millions),0.0495
690,Seychelles,2017,Population mid-year estimates for females (millions),0.0469
690,Seychelles,2017,Sex ratio (males per 100 females),105.6566
690,Seychelles,2017,Population aged 0 to 14 years old (percentage),23.479
690,Seychelles,2017,Population aged 60+ years old (percentage),11.5819
690,Seychelles,2017,Population density,209.6043
690,Seychelles,2017,Surface area (thousand km2),0.457
690,Seychelles,2019,Population mid-year estimates (millions),0.0977
690,Seychelles,2019,Population mid-year estimates for males (millions),0.0502
690,Seychelles,2019,Population mid-year estimates for females (millions),0.0476
690,Seychelles,2019,Sex ratio (males per 100 females),105.4505
690,Seychelles,2019,Population aged 0 to 14 years old (percentage),23.7387
690,Seychelles,2019,Population aged 60+ years old (percentage),12.4914
690,Seychelles,2019,Population density,212.4761
694,Sierra Leone,2005,Population mid-year estimates (millions),5.6456
694,Sierra Leone,2005,Population mid-year estimates for males (millions),2.805
694,Sierra Leone,2005,Population mid-year estimates for females (millions),2.8406
694,Sierra Leone,2005,Sex ratio (males per 100 females),98.748
694,Sierra Leone,2005,Population aged 0 to 14 years old (percentage),43.7412
694,Sierra Leone,2005,Population aged 60+ years old (percentage),5.0066
694,Sierra Leone,2005,Population density,78.2159
694,Sierra Leone,2010,Population mid-year estimates (millions),6.4156
694,Sierra Leone,2010,Population mid-year estimates for males (millions),3.1926
694,Sierra Leone,2010,Population mid-year estimates for females (millions),3.223
694,Sierra Leone,2010,Sex ratio (males per 100 females),99.056
694,Sierra Leone,2010,Population aged 0 to 14 years old (percentage),43.0379
694,Sierra Leone,2010,Population aged 60+ years old (percentage),4.8143
694,Sierra Leone,2010,Population density,88.8838
694,Sierra Leone,2017,Population mid-year estimates (millions),7.4884
694,Sierra Leone,2017,Population mid-year estimates for males (millions),3.7339
694,Sierra Leone,2017,Population mid-year estimates for females (millions),3.7545
694,Sierra Leone,2017,Sex ratio (males per 100 females),99.4519
